order_id,order_date,customer_id,customer_segment,customer_type,region,city,product_category,product_subcategory,payment_method,campaign_source,quantity,unit_price,discount_pct,shipping_days,returned
O2025633,2025-09-11,C1253,Consumer,New,North,Uppsala,Sports,Fitness,Invoice,Organic,2,255.53,0.015,4.0,No
O2025634,2025-09-11,C1243,Consumer,Returning,East,Linkoping,Fashion,Sportswear,Gift Card,Paid Search,1,86.5,0.05,5.0,No
O2025635,2025-10-09,C1090,Consumer,Returning,West,,Home,Kitchen,,direct,2,111.82,0.0,6.0,No
O2025636,2025-10-17,C1006,Consumer,VIP,East,Orebro,Fashion,Jackets,Card,Organic,1,142.26,0.132,3.0,No
O2025637,2025-09-03,C1077,Consumer,New,North,Stockholm,Beauty,Haircare,Invoice,Organic,1,20.44,0.078,3.0,No
O2025638,2025-10-09,C1132,Corporate,Returning,West,Boras,Fashion,Accessories,Card,Social,2,51.47,0.1,3.0,Yes
O2025639,2025-05-17,C1006,Consumer,VIP,East,Orebro,Sports,Cycling,Card,Direct,1,380.37,0.143,,No
O2025640,2025-11-26,C1030,Small Business,Returning,North,Stockholm,Fashion,Jackets,Card,Email,2,140.65,0.118,3.0,No
O2025641,2025-02-25,C1000,Small Business,Returning,East,Linkoping,Fashion,Jackets,PayPal,Affiliate,1,203.51,0.087,6.0,No
O2025642,2025-11-10,C1167,Small Business,New,South,Helsingborg,Sports,Outdoor,Card ,Affiliate,1,155.54,0.116,5.0,Yes
O2025643,2025-11-09,C1075,Consumer,VIP,North,Stockholm,Home,Kitchen,Invoice,Email,2,119.43,0.119,6.0,No
O2025644,2025-04-06,C1254,Small Business,Returning,East,Orebro,Electronics,Mobile,,Social,1,365.05,0.0,7.0,No
O2025645,2025-02-03,C1136,Consumer,Returning,West,Halmstad,Home,Decor,Gift Card,Email,1,52.47,0.076,6.0,No
O2025646,2025-12-26,C1062,Consumer,VIP,South,Helsingborg,Fashion,Sportswear,Card,Social,1,85.32,0.119,3.0,No
O2025647,2025-03-06,C1251,Small Business,Returning,West,Boras,Home,Furniture,Swish,,1,1041.89,0.095,5.0,Yes
O2025648,2025-10-16,C1034,Small Business,Returning,West,Boras,Sports,Cycling,Swish,Paid Search,1,342.61,0.121,1.0,No
O2025649,2025-04-02,C1161,Small Business,Returning,West,Boras,Home,Decor,,Affiliate,3,101.56,0.079,6.0,No
O2025650,2025-06-13,C1178,Consumer,VIP,South,Malmo,Sports,Outdoor,Swish,Social,1,180.19,0.044,4.0,No
O2025651,2025-08-09,C1186,Corporate,Returning,North,Uppsala,Electronics,Mobile,Card,,1,424.03,0.154,2.0,No
O2025652,2025-03-09,C1151,Consumer,Returning,West,Halmstad,Home,Lighting,,Affiliate,1,267.14,0.162,4.0,Yes
O2025653,2025-10-17,C1233,Corporate,Returning,West,Halmstad,Fashion,Jackets,Swish,Paid Search,1,138.69,0.056,4.0,No
O2025654,2025-11-05,C1021,Consumer,Returning,North,Stockholm,Electronics,Mobile,Card,Direct,1,450.79,0.021,2.0,No
O2025655,2025-08-25,C1022,Small Business,Returning,West,Halmstad,Home,Furniture,Invoice,Social,1,641.41,0.031,1.0,No
O2025656,2025-11-28,C1099,Consumer,Returning,North,Vasteras,Fashion,Shoes,Invoice,Email,3,78.33,0.189,2.0,No
O2025657,2025-01-28,C1092,Consumer,Returning,East,Norrkoping,Beauty,Skincare,Card,Direct,1,29.87,0.062,1.0,No
O2025658,2025-10-13,C1254,Small Business,Returning,East,Orebro,Electronics,Tablet,Swish,Email,1,509.03,0.042,7.0,No
O2025659,2025-12-06,C1074,Small Business,New,East,Linkoping ,Electronics,Mobile,Card,Paid Search,1,348.17,0.092,1.0,No
O2025660,2025-02-20,C1055,Corporate,New,North,Stockholm,Electronics,Mobile,Card,Paid Search,1,442.35,0.086,3.0,No
O2025661,2025-08-16,C1116,Consumer,Returning,North,Uppsala,Fashion,Sportswear,Swish,Affiliate,2,63.31,,3.0,Yes
O2025662,2025-04-27,C1244,Consumer,Returning,West,,Home,Kitchen,Invoice,Affiliate,1,110.33,0.033,8.0,Yes
O2025663,2025-09-10,C1100,Small Business,New,West,Gothenburg,Fashion,Accessories,Swish,Direct,1,42.23,0.126,3.0,No
O2025664,2025-09-08,C1103,Consumer,New,North,Vasteras,Beauty,Makeup,Gift Card,Direct,2,41.89,,2.0,Yes
O2025665,2025-12-22,C1086,Consumer,Returning,South,Helsingborg,Electronics,Laptop,PayPal,Paid Search,1,1314.94,0.076,5.0,No
O2025666,2025-06-24,C1005,Small Business,Returning,West,,Sports,Cycling,Swish,Direct,2,129.97,0.059,5.0,Yes
O2025667,2025-08-02,C1062,Consumer,VIP,South,Helsingborg,Sports,Outdoor,Gift Card,Email,1,237.12,0.098,6.0,No
O2025668,2025-05-01,C1187,Consumer,Returning,North,Vasteras,Beauty,Makeup,Invoice,Email,1,28.32,0.086,3.0,No
O2025669,2025-10-11,C1111,Corporate,Returning,North,Stockholm,Electronics,Mobile,Card,Affiliate,1,467.46,0.138,5.0,No
O2025670,2025-11-02,C1060,Small Business,Returning,North,Vasteras,Sports,Team Sports,Swish,Direct,1,95.4,0.0,1.0,No
O2025671,2025-05-25,C1079,Consumer,VIP,East,Linkoping,Beauty,Skincare,PayPal,Social,1,70.73,0.11,4.0,No
O2025672,2025-08-24,C1222,Consumer,Returning,East,Linkoping,Fashion,Shoes,Gift Card,Paid Search,1,81.55,0.113,4.0,No
O2025673,2025-07-09,C1254,Small Business,Returning,East,Orebro,Electronics,Headphones,Swish,Organic,1,217.29,0.025,4.0,No
O2025674,2025-08-13,C1060,Small Business,Returning,North,Vasteras,Electronics,Mobile,PayPal,Organic,1,664.65,0.083,3.0,No
O2025675,2025-03-24,C1242,Small Business,New,East,Linkoping,Electronics,Laptop,Card,Organic,1,1248.85,0.0,3.0,No
O2025676,2025-10-01,C1144,Consumer,Returning,North,Uppsala,Beauty,Makeup,Invoice,Direct,2,47.7,0.0,2.0,No
O2025677,2025-05-16,C1097,Consumer,VIP,East,Orebro,Sports,Team Sports,Swish,,3,45.87,0.175,3.0,No
O2025678,2025-03-13,C1240,Consumer,Returning,South,Lund,Beauty,Fragrance,Card,Paid Search,1,90.69,0.063,2.0,No
O2025679,2025-04-20,C1067,Small Business,Returning,West,,Home,Lighting,Swish,Organic,1,158.89,0.0,4.0,No
O2025680,2025-08-09,C1178,Consumer,VIP,South,Malmo,Fashion,Accessories,Card,Organic,4,75.78,0.073,3.0,No
O2025681,2025-03-13,C1060,Small Business,Returning,North,Vasteras,Home,Kitchen,Card,Organic,1,146.35,0.109,3.0,No
O2025682,2025-09-03,C1047,Consumer,Returning,East,Norrkoping,Fashion,Shoes,Swish,Organic,1,115.12,0.036,4.0,No
O2025683,2025-07-28,C1029,Consumer,VIP,West,Halmstad,Home,Lighting,PayPal,Social,1,130.76,0.054,5.0,No
O2025684,2025-02-24,C1134,Consumer,Returning,South,Malmo,Electronics,Laptop,Card,Direct,1,1148.5,0.008,4.0,No
O2025685,2025-06-13,C1186,Corporate,Returning,North,Uppsala,Fashion,Jackets,Swish,Direct,3,127.52,0.086,5.0,Yes
O2025686,2025-09-23,C1221,Consumer,Returning,West,Halmstad,Home,Lighting,PayPal,Email,1,190.72,0.113,5.0,No
O2025687,2025-10-24,C1040,Consumer,Returning,East,Linkoping,Fashion,Shoes,Invoice,Direct,1,53.05,0.051,6.0,No
O2025688,2025-04-28,C1135,Consumer,Returning,North,Stockholm,Home,Lighting,Gift Card,Email,2,15.15,0.16,4.0,Yes
O2025689,2025-01-22,C1129,Small Business,New,South,Lund,Electronics,Tablet,Swish,Organic,2,763.02,0.002,6.0,Yes
O2025690,2025-09-24,C1195,Consumer,Returning,South,,Sports,Team Sports,Swish,,3,114.02,0.068,2.0,No
O2025691,2025-04-28,C1253,Consumer,New,North,Uppsala,Home,Decor,Card,Direct,1,147.0,0.089,2.0,No
O2025692,2025-05-16,C1028,Consumer,VIP,East,Norrkoping,Electronics,Headphones,Card,Email,1,155.85,0.172,5.0,No
O2025693,2025-09-29,C1002,Small Business,New,South,Lund,Home,Lighting,Swish,Email,1,159.2,0.09,3.0,No
O2025694,2025-09-03,C1197,Consumer,VIP,North,Uppsala,Sports,Team Sports,PayPal,Direct,2,22.22,0.157,2.0,No
O2025695,2025-12-27,C1053,Consumer,New,West,Boras,Beauty,Skincare,Invoice,Organic,1,68.59,0.019,2.0,No
O2025696,2025-11-14,C1196,Consumer,VIP,West,Boras,Fashion,Shoes,Invoice,Organic,2,85.93,0.055,2.0,No
O2025697,2025-04-14,C1178,Consumer,VIP,South,Malmo,Electronics,Mobile,Swish,Paid Search,1,488.3,0.169,2.0,No
O2025698,2025-05-27,C1079,Consumer,VIP,East,Linkoping,Electronics,Headphones,Swish,Direct,1,203.54,0.175,5.0,No
O2025699,2025-02-11,C1175,Corporate,Returning,West,Halmstad,Beauty,Skincare,Card,Paid Search,1,44.66,0.105,6.0,Yes
O2025700,2025-02-28,C1079,Consumer,VIP,East,Linkoping,Electronics,Tablet,Card,Organic,1,453.82,0.115,5.0,No
O2025701,2025-03-12,C1217,Small Business,New,North,Uppsala,Fashion,Accessories,Card,Email,1,20.8,0.092,1.0,No
O2025702,2025-07-01,C1147,Consumer,Returning,West,Boras,Sports,Outdoor,Card,Social,1,309.48,0.084,2.0,No
O2025703,2025-11-15,C1255,Consumer,Returning,East,Linkoping,Fashion,Accessories,Swish,Direct,1,52.46,0.026,3.0,No
O2025704,2025-03-03,C1177,Small Business,Returning,East,Linkoping,Fashion,Accessories,Swish,Organic,1,53.88,0.056,3.0,No
O2025705,2025-01-21,C1024,Consumer,New,West,Halmstad,Beauty,Haircare,Swish,Paid Search,3,56.32,0.099,1.0,No
O2025706,2025-08-28,C1045,Small Business,Returning,East,Linkoping,Fashion,Sportswear,PayPal,Affiliate,2,81.71,0.125,4.0,No
O2025707,2025-10-06,C1002,Small Business,New,South,Lund,Beauty,Makeup,Card,Social,1,41.82,0.002,2.0,Yes
O2025708,2025-12-20,C1039,Consumer,Returning,North,Vasteras,Electronics,Headphones,Invoice,,2,167.87,0.01,4.0,No
O2025709,2025-01-29,C1092,Consumer,Returning,East,Norrkoping,Fashion,Sportswear,Card,Paid Search,1,91.0,0.011,4.0,No
O2025710,2025-10-17,C1006,Consumer,VIP,East,Orebro,Home,Decor,Card,Affiliate,1,77.32,0.156,6.0,No
O2025711,2025-10-17,C1097,Consumer,VIP,East,Orebro,Beauty,Fragrance,Card,Social,1,98.18,0.087,5.0,No
O2025712,2025-11-24,C1157,Consumer,New,North,Uppsala,Electronics,Mobile,Swish,Organic,1,411.26,0.022,5.0,No
O2025713,2025-11-30,C1088,Consumer,New,South,Malmo,Home,Kitchen,Invoice,Email,2,63.46,0.101,3.0,No
O2025714,2025-01-04,C1146,Corporate,New,North,Uppsala,Electronics,Tablet,Gift Card,Email,1,209.21,0.142,3.0,No
O2025715,2025-07-20,C1009,Consumer,Returning,South,Helsingborg,Sports,Team Sports,Card,Organic,1,88.44,0.075,2.0,No
O2025716,2025-10-24,C1028,Consumer,VIP,East,Norrkoping,Electronics,Mobile,Gift Card,Email,1,408.46,0.176,5.0,No
O2025717,2025-04-04,C1235,Small Business,Returning,North,Stockholm,Sports,Cycling,Swish,,1,737.37,0.114,2.0,No
O2025718,2025-11-15,C1191,Consumer,New,West,Gothenburg,Beauty,Fragrance,Card,Organic,1,121.16,0.007,3.0,No
O2025719,2025-04-22,C1215,Consumer,Returning,North,Stockholm,Fashion,Accessories,Gift Card,Email,3,37.11,0.127,2.0,No
O2025720,2025-04-13,C1161,Small Business,Returning,West,Boras,Fashion,Shoes,Card,Affiliate,1,110.97,0.094,5.0,No
O2025721,2025-05-12,C1250,Corporate,Returning,North,Uppsala,Electronics,Headphones,Swish,Organic,2,206.91,0.01,3.0,No
O2025722,2025-01-23,C1106,Consumer,Returning,North,Stockholm,Electronics,Mobile,Card,Email,3,512.46,0.076,4.0,No
O2025723,2025-04-20,C1048,Consumer,VIP,North,Uppsala,Electronics,Headphones,Swish,Paid Search,1,174.74,0.081,2.0,No
O2025724,2025-03-07,C1156,Consumer,New,West,Gothenburg,Sports,Cycling,card,Direct,1,737.59,0.088,3.0,No
O2025725,2025-05-06,C1098,Small Business,Returning,West,Halmstad,Electronics,Mobile,Invoice,Email,1,429.53,0.09,4.0,No
O2025726,2025-03-21,C1014,Consumer,New,North,Vasteras,Home,Lighting,Swish,Paid Search,1,226.82,0.105,5.0,No
O2025727,2025-05-19,C1107,Consumer,VIP,South,Malmo,Electronics,Mobile,Card,Paid Search,1,358.86,0.106,5.0,No
O2025728,2025-05-06,C1240,Consumer,Returning,West,Boras,Sports,Outdoor,card,Organic,1,172.35,,2.0,No
O2025729,2025-06-22,C1189,Consumer,New,South,Helsingborg,Sports,Team Sports,Swish,Social,2,101.15,0.122,2.0,Yes
O2025730,2025-10-11,C1105,Consumer,VIP,West,Halmstad,Electronics,Tablet,Card,Email,2,561.87,0.102,3.0,No
O2025731,2025-03-21,C1038,Consumer,Returning,North,Stockholm,Electronics,Mobile,Card,Organic,1,390.68,,4.0,Yes
O2025732,2025-02-11,C1146,Corporate,New,South,Malmo,Sports,Outdoor,Card,Organic,2,87.14,0.0,3.0,No
O2025733,2025-02-17,C1258,Consumer,VIP,West,Halmstad,Fashion,Shoes,PayPal,Paid Search,2,110.12,0.093,2.0,No
O2025734,2025-12-14,C1094,Consumer,Returning,North,Uppsala,Fashion,Accessories,Invoice,Email,1,42.08,0.144,3.0,No
O2025735,2025-05-19,C1105,Consumer,VIP,West,Halmstad,Electronics,Mobile,Swish,Email,1,565.28,0.077,3.0,No
O2025736,2025-07-09,C1187,Consumer,Returning,North,Vasteras,Sports,Fitness,Card,Email,1,385.87,0.082,4.0,No
O2025737,2025-10-30,C1003,Corporate,Returning,East,Norrkoping,Sports,Fitness,Gift Card,Affiliate,1,200.53,0.073,4.0,Yes
O2025738,2025-04-09,C1251,Small Business,Returning,West,Boras,Sports,Fitness,PayPal,Affiliate,1,154.8,0.039,1.0,No
O2025739,2025-09-04,C1148,Consumer,Returning,East,Norrkoping,Sports,Team Sports,Card,Social,1,40.82,0.0,,No
O2025740,2025-03-06,C1086,Consumer,Returning,South,,Fashion,Jackets,Card,Organic,1,128.81,0.034,3.0,Yes
O2025741,2025-08-05,C1252,Corporate,Returning,North,Uppsala,Fashion,Shoes,PayPal,Direct,1,138.91,0.086,1.0,No
O2025742,2025-01-03,C1250,Corporate,Returning,North,Uppsala,Home,Decor,,Direct,2,72.48,0.027,4.0,No
O2025743,2025-11-12,C1257,Consumer,Returning,North,Uppsala,Sports,Team Sports,Card,Direct,3,89.37,0.071,2.0,No
O2025744,2025-11-06,C1101,Consumer,Returning,West,Boras,Fashion,Jackets,Card,Organic,1,222.39,0.049,4.0,No
O2025745,2025-09-24,C1004,Consumer,New,West,,Fashion,Accessories,Card,Email,2,17.47,0.092,4.0,No
O2025746,2025-08-09,C1047,Consumer,Returning,East,Norrkoping,Beauty,Fragrance,,Email,1,49.3,0.006,5.0,No
O2025747,2025-04-03,C1103,Consumer,New,North,Vasteras,Home,Furniture,Card,Direct,1,883.04,0.03,5.0,No
O2025748,2025-12-23,C1228,Small Business,Returning,West,Halmstad,Electronics,Laptop,Card,Social,1,1381.75,0.0,3.0,No
O2025749,2025-06-29,C1215,Consumer,Returning,West,Halmstad,Sports,Cycling,Card,Organic,1,726.49,0.025,4.0,No
O2025750,2025-10-02,C1022,Small Business,Returning,West,Halmstad,Sports,Fitness,Card,Organic,1,291.31,0.088,1.0,No
O2025751,2025-11-07,C1095,Corporate,New,West,Halmstad,Fashion,Accessories,Card,Paid search,1,41.76,0.043,1.0,No
O2025752,2025-05-29,C1173,Corporate,New,South,Helsingborg,Fashion,Accessories,Card,Email ,2,66.05,,4.0,Yes
O2025753,2025-06-21,C1138,Consumer,New,South,Lund,Beauty,Fragrance,PayPal,Paid Search,1,85.64,0.069,4.0,No
O2025754,2025-11-15,C1204,Small Business,New,West,Gothenburg,Electronics,Tablet,Invoice,Email,1,627.5,0.008,2.0,No
O2025755,2025-09-22,C1187,Consumer,Returning,North,Vasteras,Fashion,Jackets,Card,Organic,1,60.49,0.119,2.0,No
O2025756,2025-02-25,C1043,Corporate,New,West,Halmstad,Home,Decor,Swish,Email,1,120.45,0.059,6.0,Yes
O2025757,2025-11-30,C1021,Consumer,Returning,North,Stockholm,Sports,Fitness,Invoice,,1,204.59,0.0,1.0,No
O2025758,2025-07-03,C1073,Small Business,New,North,Vasteras,Electronics,Mobile,Card,Organic,2,472.61,0.027,4.0,No
O2025759,2025-05-22,C1076,Consumer,New,North,Uppsala,Fashion,Jackets,Card,Paid Search,2,245.99,0.078,5.0,Yes
O2025760,2025-11-14,C1142,Small Business,Returning,South,Helsingborg,Electronics,Headphones,Gift Card,Email,1,168.56,0.2,3.0,No
O2025761,2025-06-13,C1162,Consumer,Returning,South,Helsingborg,Home,Decor,Swish,Paid Search,3,95.55,0.048,5.0,No
O2025762,2025-12-06,C1006,Consumer,VIP,South,Lund,Home,Lighting,PayPal,Email,2,198.07,0.155,2.0,Yes
O2025763,2025-11-28,C1028,Consumer,VIP,East,Norrkoping,Home,Decor,Card,Email,1,43.75,0.045,6.0,Yes
O2025764,2025-08-10,C1100,Small Business,New,West,Gothenburg,Sports,Cycling,Gift Card,Social,2,900.56,0.056,5.0,No
O2025765,2025-07-21,C1238,Small Business,Returning,West,Gothenburg ,Sports,Outdoor,Swish,Paid Search,1,109.65,0.011,5.0,No
O2025766,2025-03-13,C1176,Small Business,Returning,North,Stockholm,Sports,Cycling,Card,,1,959.47,0.019,5.0,No
O2025767,2025-11-08,C1030,Small Business,Returning,North,Stockholm,Electronics,Mobile,Card,Paid Search,1,258.05,0.045,3.0,No
O2025768,2025-02-03,C1021,Consumer,Returning,North,Stockholm,Fashion,Shoes,Card,Direct,1,90.79,0.033,4.0,No
O2025769,2025-07-29,C1189,Consumer,New,South,Helsingborg,Electronics,Headphones,Card,Direct,2,173.37,0.0,2.0,No
O2025770,2025-06-13,C1105,Consumer,VIP,West,Halmstad,Fashion,Sportswear,Gift Card,Social,1,76.01,0.043,2.0,No
O2025771,2025-06-22,C1249,Corporate,Returning,West,Gothenburg,Fashion,Jackets,Card,Social,2,115.26,0.076,4.0,No
O2025772,2025-04-13,C1028,Consumer,VIP,East,Norrkoping,Home,Kitchen,Card,Direct,1,92.39,0.07,5.0,No
O2025773,2025-06-18,C1061,Small Business,Returning,North,Vasteras,Home,Furniture,Gift Card,Paid Search,1,195.28,0.15,3.0,No
O2025774,2025-02-11,C1042,Consumer,Returning,North,Uppsala,Home,Furniture,Invoice,Social,1,1035.63,0.075,5.0,No
O2025775,2025-06-07,C1032,Consumer,Returning,North,Uppsala,Home,Kitchen,PayPal,Organic,1,111.67,0.0,6.0,No
O2025776,2025-03-04,C1149,Consumer,Returning,South,Helsingborg,Electronics,Headphones,Swish,Direct,3,175.77,0.106,4.0,No
O2025777,2025-05-27,C1159,Consumer,Returning,South,Malmo,Fashion,Jackets,Invoice,Organic,1,62.3,0.091,3.0,No
O2025778,2025-06-21,C1042,Consumer,Returning,North,Uppsala,Fashion,Jackets,Card,Social,1,241.29,0.0,1.0,No
O2025779,2025-05-09,C1201,Consumer,Returning,West,Halmstad,Electronics,Laptop,Gift Card,,1,813.52,0.059,3.0,No
O2025780,2025-11-19,C1085,Small Business,Returning,West,Halmstad,Sports,Outdoor,Swish,Social,2,293.76,0.043,2.0,No
O2025781,2025-01-18,C1207,Consumer,New,North,Stockholm,Electronics,Headphones,Swish,Social,1,249.07,0.011,4.0,No
O2025782,2025-07-24,C1007,Consumer,Returning,North,Vasteras,Home,Furniture,Swish,Social,1,918.14,0.095,3.0,No
O2025783,2025-08-05,C1233,Corporate,Returning,West,Halmstad,Electronics,Tablet,Card,Email,1,563.65,0.306,4.0,No
O2025784,2025-03-21,C1221,Consumer,Returning,West,Halmstad,Sports,Fitness,Card,Direct,2,202.95,0.035,4.0,No
O2025785,2025-06-21,C1183,Small Business,New,East,Norrkoping,Electronics,Laptop,Invoice,Direct,2,1478.22,0.073,1.0,Yes
O2025786,2025-04-25,C1157,Consumer,New,North,Uppsala,Home,Lighting,Swish,Direct,1,133.92,0.01,4.0,No
O2025787,2025-10-07,C1026,Small Business,Returning,South,Malmo,Fashion,Accessories,Invoice,Organic,2,19.43,0.047,5.0,No
O2025788,2025-02-04,C1146,Corporate,New,North,Uppsala,Fashion,Sportswear,Invoice,Organic,1,77.49,0.058,2.0,No
O2025789,2025-10-23,C1087,Consumer,Returning,West,Halmstad,Electronics,Mobile,Invoice,Social,1,405.89,0.059,3.0,Yes
O2025790,2025-09-28,C1133,Small Business,VIP,North,Vasteras,Fashion,Shoes,Swish,Social,1,107.55,0.021,2.0,No
O2025791,2025-01-01,C1150,Consumer,VIP,East,Norrkoping,Electronics,Tablet,Invoice,Social,2,683.39,0.097,5.0,No
O2025792,2025-01-02,C1190,Small Business,Returning,East,,Fashion,Shoes,Card,Social,1,45.18,0.0,5.0,No
O2025793,2025-10-15,C1018,Small Business,Returning,West,Gothenburg,Fashion,Shoes,Swish,Email,1,113.35,0.125,4.0,No
O2025794,2025-08-19,C1053,Consumer,New,West,Boras,Sports,Team Sports,Gift Card,Organic,3,72.98,0.028,5.0,No
O2025795,2025-11-08,C1120,Small Business,New,North,Stockholm,Fashion,Jackets,Swish,Direct,1,163.04,0.134,3.0,No
O2025796,2025-12-05,C1107,Consumer,VIP,South,Malmo,Electronics,Tablet,PayPal,Paid Search,1,486.49,0.081,3.0,No
O2025797,2025-08-21,C1172,Corporate,Returning,East,Norrkoping,Fashion,Sportswear,Swish,Organic,1,53.57,0.028,2.0,No
O2025798,2025-09-17,C1013,Consumer,Returning,West,Halmstad,Beauty,Skincare,Invoice,Social,1,59.62,0.112,3.0,Yes
O2025799,2025-05-05,C1147,Consumer,Returning,West,Boras,Fashion,Sportswear,Swish,Social Media,1,71.49,0.0,6.0,No
O2025800,2025-10-13,C1168,Consumer,New,East,Orebro,Fashion,Jackets,Card,Paid Search,1,168.32,0.058,3.0,No
O2025801,2025-05-25,C1077,Consumer,New,North,Stockholm,Home,Furniture,Gift Card,Email,1,1184.36,0.1,5.0,No
O2025802,2025-07-18,C1024,Consumer,New,West,Halmstad,Electronics,Headphones,PayPal,Direct,1,67.27,0.021,3.0,Yes
O2025803,2025-05-20,C1253,Consumer,New,North,Uppsala,Electronics,Tablet,Card,Social,1,644.27,0.037,4.0,No
O2025804,2025-08-15,C1074,Small Business,New,East,Linkoping,Sports,Team Sports,Card,Direct,1,52.66,0.0,4.0,No
O2025805,2025-12-23,C1065,Small Business,New,North,Uppsala,Fashion,Shoes,PayPal,Direct,3,98.89,0.001,1.0,Yes
O2025806,2025-12-16,C1202,Small Business,Returning,South,Helsingborg,Beauty,Skincare,Invoice,Social,1,80.42,0.0,5.0,No
O2025807,2025-06-16,C1148,Consumer,Returning,East,Norrkoping,Sports,Fitness,,Organic,1,267.96,0.003,5.0,No
O2025808,2025-01-27,C1105,Consumer,VIP,West,,Electronics,Laptop,Invoice,Organic,2,1110.5,0.099,2.0,No
O2025809,2025-01-14,C1021,Consumer,Returning,North,Stockholm,Home,Kitchen,PayPal,Paid search,1,98.75,0.0,5.0,No
O2025810,2025-07-17,C1062,Consumer,VIP,South,Helsingborg,Beauty,Haircare,Invoice,paid search,3,43.48,0.128,3.0,No
O2025811,2025-06-08,C1136,Consumer,Returning,West,Halmstad,Beauty,Skincare,Card,Organic,1,39.18,0.0,3.0,No
O2025812,2025-02-11,C1125,Small Business,Returning,East,Norrkoping,Electronics,Headphones,Invoice,Social,1,180.43,0.104,5.0,Yes
O2025813,2025-01-04,C1164,Corporate,Returning,East,Linkoping,Fashion,Jackets,Card,Paid Search,2,189.37,0.042,8.0,Yes
O2025814,2025-06-02,C1059,Small Business,New,North,Vasteras,Beauty,Fragrance,Swish,Paid Search,2,95.8,0.079,4.0,Yes
O2025815,2025-10-23,C1027,Small Business,Returning,North,Stockholm,Fashion,Sportswear,Swish,Email,1,56.46,,3.0,No
O2025816,2025-03-26,C1179,Consumer,Returning,East,Orebro,Electronics,Headphones,Card,Direct,1,161.5,0.078,3.0,No
O2025817,2025-12-11,C1110,Corporate,Returning,South,Malmo,Electronics,Headphones,Swish,Organic,1,233.04,0.0,2.0,No
O2025818,2025-01-26,C1038,Consumer,Returning,North,Stockholm,Home,Decor,Gift Card,Affiliate,2,95.34,0.222,3.0,No
O2025819,2025-04-26,C1006,Consumer,VIP,East,Orebro,Sports,Cycling,PayPal,Organic,1,514.64,,3.0,No
O2025820,2025-08-11,C1132,Corporate,Returning,West,Boras,Electronics,Laptop,Card,Affiliate,1,881.39,0.041,5.0,Yes
O2025821,2025-09-16,C1242,Small Business,New,East,Linkoping,Home,Kitchen,Swish,Organic,1,62.68,0.092,6.0,No
O2025822,2025-10-05,C1142,Small Business,Returning,South,Helsingborg,Beauty,Makeup,Invoice,Organic,1,43.69,0.092,4.0,No
O2025823,2025-07-17,C1149,Consumer,Returning,East,Orebro,Electronics,Laptop,Card,Direct,1,1535.07,0.033,3.0,No
O2025824,2025-06-03,C1191,Consumer,New,South,Lund,Fashion,Jackets,Card,Organic,1,156.59,0.143,5.0,No
O2025825,2025-07-02,C1079,Consumer,VIP,East,Linkoping,Sports,Cycling,Card,Affiliate,2,489.31,0.062,5.0,Yes
O2025826,2025-12-04,C1169,Consumer,Returning,North,Uppsala,Electronics,Laptop,Gift Card,Social,2,1037.82,0.0,1.0,No
O2025827,2025-11-28,C1209,Consumer,Returning,North,Stockholm,Home,Kitchen,Gift Card,Email,2,112.81,0.119,3.0,No
O2025828,2025-08-10,C1167,Small Business,New,South,Helsingborg,Fashion,Shoes,Invoice,Email,2,113.54,0.065,3.0,No
O2025829,2025-03-30,C1172,Corporate,Returning,East,Norrkoping,Beauty,Haircare,Card,Email,3,37.38,0.007,3.0,No
O2025830,2025-02-18,C1013,Consumer,Returning,North,Uppsala,Beauty,Makeup,Invoice,Paid Search,2,54.06,0.07,2.0,No
O2025831,2025-01-14,C1104,Small Business,Returning,West,Gothenburg,Sports,Fitness,Card,Social,2,202.88,0.148,3.0,No
O2025832,2025-04-26,C1211,Consumer,New,North,Uppsala,Fashion,Jackets,Card,Social,1,176.16,0.04,1.0,No
O2025833,2025-08-30,C1160,Consumer,New,East,Orebro,Electronics,Mobile,Card,Social,1,530.7,0.021,6.0,No
O2025834,2025-04-29,C1012,Small Business,Returning,East,Norrkoping,Sports,Fitness,Card,Social,1,153.53,0.063,4.0,No
O2025835,2025-09-24,C1112,Small Business,Returning,North,Stockholm,Electronics,Laptop,Card,Organic,2,923.45,0.024,3.0,No
O2025836,2025-12-08,C1237,Small Business,Returning,South,Malmo,Fashion,Shoes,Card,Paid Search,1,139.27,0.075,5.0,No
O2025837,2025-05-21,C1179,Consumer,Returning,East,Orebro,Beauty,Haircare,PayPal,Paid Search,1,19.08,0.148,6.0,No
O2025838,2025-11-28,C1047,Consumer,Returning,East,Norrkoping,Electronics,Headphones,Card,Email,2,192.69,0.094,6.0,No
O2025839,2025-07-21,C1195,Consumer,Returning,South,Malmo,Electronics,Mobile,Invoice,Paid Search,1,622.19,0.096,4.0,Yes
O2025840,2025-06-04,C1240,Consumer,Returning,South,Lund,Sports,Fitness,Swish,Organic,1,195.24,0.071,2.0,No
O2025841,2025-02-24,C1215,Consumer,Returning,North,Stockholm,Electronics,Laptop,PayPal,Organic,1,1284.47,0.0,3.0,Yes
O2025842,2025-05-10,C1005,Small Business,Returning,West,Gothenburg,Fashion,Sportswear,Swish,Paid Search,1,82.31,0.084,2.0,No
